2022-11-02 10:18:40.774 | INFO     | chat.api:send_mailer:23 - Респ Адыгея, г Адыгейск
2022-11-02 10:18:41.941 | INFO     | chat.api:send_mailer:23 - г Майкоп
2022-11-02 10:18:45.109 | INFO     | chat.api:send_mailer:23 - г Барнаул
2022-11-02 10:18:47.299 | INFO     | chat.api:send_mailer:23 - Алтайский край, г Бийск
2022-11-02 10:18:52.528 | INFO     | chat.api:send_mailer:23 - Алтайский край, г Новоалтайск
2022-11-02 10:18:53.694 | INFO     | chat.api:send_mailer:23 - Алтайский край, г Рубцовск
2022-11-02 10:18:57.841 | INFO     | chat.api:send_mailer:23 - г Благовещенск
2022-11-02 10:19:04.025 | INFO     | chat.api:send_mailer:23 - Амурская обл, г Тында
2022-11-02 10:19:07.202 | INFO     | chat.api:send_mailer:23 - г Архангельск
2022-11-02 10:19:14.357 | INFO     | chat.api:send_mailer:23 - Архангельская обл, г Новодвинск
2022-11-02 10:19:17.484 | INFO     | chat.api:send_mailer:23 - Архангельская обл, г Северодвинск
2022-11-02 10:19:20.641 | INFO     | chat.api:send_mailer:23 - г Астрахань
2022-11-02 10:19:22.766 | INFO     | chat.api:send_mailer:23 - Астраханская обл, г Знаменск
2022-11-02 10:19:26.909 | INFO     | chat.api:send_mailer:23 - Респ Башкортостан, г Агидель
2022-11-02 10:19:39.147 | INFO     | chat.api:send_mailer:23 - Респ Башкортостан, г Нефтекамск
2022-11-02 10:19:41.392 | INFO     | chat.api:send_mailer:23 - Респ Башкортостан, г Салават
2022-11-02 10:19:42.573 | INFO     | chat.api:send_mailer:23 - Респ Башкортостан, г Сибай
2022-11-02 10:19:43.708 | INFO     | chat.api:send_mailer:23 - Респ Башкортостан, г Стерлитамак
2022-11-02 10:19:45.901 | INFO     | chat.api:send_mailer:23 - г Уфа
2022-11-02 10:19:49.113 | INFO     | chat.api:send_mailer:23 - Белгородская обл, г Алексеевка
2022-11-02 10:19:50.334 | INFO     | chat.api:send_mailer:23 - г Белгород
2022-11-02 10:19:51.480 | INFO     | chat.api:send_mailer:23 - Белгородская обл, г Бирюч
2022-11-02 10:19:56.733 | INFO     | chat.api:send_mailer:23 - Белгородская обл, г Новый Оскол
2022-11-02 10:19:57.886 | INFO     | chat.api:send_mailer:23 - Белгородская обл, г Старый Оскол
2022-11-02 10:19:59.011 | INFO     | chat.api:send_mailer:23 - Белгородская обл, г Строитель
2022-11-02 10:20:01.137 | INFO     | chat.api:send_mailer:23 - г Брянск
2022-11-02 10:20:06.582 | INFO     | chat.api:send_mailer:23 - Брянская обл, г Клинцы
2022-11-02 10:20:11.725 | INFO     | chat.api:send_mailer:23 - Брянская обл, г Сельцо
2022-11-02 10:20:16.879 | INFO     | chat.api:send_mailer:23 - Брянская обл, г Фокино
2022-11-02 10:20:23.050 | INFO     | chat.api:send_mailer:23 - г Улан-Удэ
2022-11-02 10:20:24.164 | INFO     | chat.api:send_mailer:23 - Владимирская обл, г Александров
2022-11-02 10:20:25.306 | INFO     | chat.api:send_mailer:23 - г Владимир
2022-11-02 10:20:27.470 | INFO     | chat.api:send_mailer:23 - Владимирская обл, г Гороховец
2022-11-02 10:20:28.596 | INFO     | chat.api:send_mailer:23 - Владимирская обл, г Гусь-Хрустальный
2022-11-02 10:20:32.804 | INFO     | chat.api:send_mailer:23 - Владимирская обл, г Ковров
2022-11-02 10:20:36.980 | INFO     | chat.api:send_mailer:23 - Владимирская обл, Собинский р-н, г Лакинск
2022-11-02 10:20:39.100 | INFO     | chat.api:send_mailer:23 - Владимирская обл, г Муром
2022-11-02 10:20:44.225 | INFO     | chat.api:send_mailer:23 - Владимирская обл, Александровский р-н, г Струнино
2022-11-02 10:20:48.352 | INFO     | chat.api:send_mailer:23 - г Волгоград
2022-11-02 10:20:49.486 | INFO     | chat.api:send_mailer:23 - Волгоградская обл, г Волжский
2022-11-02 10:20:53.610 | INFO     | chat.api:send_mailer:23 - Волгоградская обл, г Камышин
2022-11-02 10:20:56.741 | INFO     | chat.api:send_mailer:23 - Волгоградская обл, Среднеахтубинский р-н, г Краснослободск
2022-11-02 10:21:02.897 | INFO     | chat.api:send_mailer:23 - Волгоградская обл, Камышинский р-н, г Петров Вал
2022-11-02 10:21:11.338 | INFO     | chat.api:send_mailer:23 - г Вологда
2022-11-02 10:21:18.484 | INFO     | chat.api:send_mailer:23 - Вологодская обл, г Сокол
2022-11-02 10:21:22.775 | INFO     | chat.api:send_mailer:23 - Вологодская обл, г Череповец
